Id,Categories
5657,Category(ies): bug
6034,Category(ies): bug
6128,Category(ies): test
7334,Category(ies): resource
7529,"Category(ies): deprecate, resource"
2729,"Category(ies): bug, refactor"
3086,Category(ies): bug
2513,Category(ies): bug
985,"Category(ies): feature, refactor"
5300,"Category(ies): bug, feature"
7382,Category(ies): bug
6452,"Category(ies): bug, feature"
1820,Category(ies): refactor
3135,"Category(ies): feature, refactor"
6492,Category(ies): test
241,"Category(ies): refactor, resource"
5788,Category(ies): bug
319,Category(ies): resource
6122,"Category(ies): feature, test"
2674,"Category(ies): refactor, feature, test"
1988,"Category(ies): bug, refactor"
6062,Category(ies): resource
101,Category(ies): resource
6047,"Category(ies): resource, refactor"
1131,"Category(ies): feature, bug"
4518,Category(ies): bug
2960,"Category(ies): feature, test"
2299,Category(ies): bug
6887,Category(ies): bug
1952,Category(ies): bug
1055,Category(ies): resource
2074,"Category(ies): bug, feature"
6917,"Category(ies): deprecate, refactor"
5150,Category(ies): resource
5819,Category(ies): bug
6834,Category(ies): bug
5250,Category(ies): bug
5421,Category(ies): deprecate
4255,Category(ies): feature
729,Category(ies): bug
6503,Category(ies): bug
6561,Category(ies): refactor
3564,Category(ies): refactor
4120,Category(ies): resource
6867,Category(ies): bug
7699,Category(ies): bug
7629,Category(ies): bug
4757,"Category(ies): resource, feature"
2093,Category(ies): bug
340,"Category(ies): refactor, test"
2451,"Category(ies): bug, refactor"
5894,"Category(ies): refactor, resource"
3915,"Category(ies): bug, refactor"
4307,Category(ies): bug
5817,Category(ies): bug
2278,"Category(ies): bug, resource"
2332,Category(ies): resource
3331,"Category(ies): feature, refactor"
6571,Category(ies): bug
6537,Category(ies): deprecate
5192,"Category(ies): feature, bug"
7532,"Category(ies): bug, test"
903,Category(ies): bug
3382,Category(ies): bug
4449,Category(ies): bug
7187,Category(ies): bug
5765,Category(ies): resource
5332,Category(ies): bug
2956,"Category(ies): bug, refactor"
5534,Category(ies): feature
3901,Category(ies): resource
2397,"Category(ies): bug, refactor"
3090,Category(ies): bug
7086,Category(ies): feature
2992,"Category(ies): bug, test"
3368,Category(ies): feature
5928,Category(ies): bug
711,Category(ies): bug
7879,Category(ies): bug
3863,"Category(ies): feature, refactor"
7147,Category(ies): bug
5536,Category(ies): feature
3592,"Category(ies): feature, refactor"
2239,Category(ies): resource
3304,"Category(ies): bug, refactor"
1992,Category(ies): feature
6465,"Category(ies): feature, bug"
5944,Category(ies): bug
330,Category(ies): bug
3838,"Category(ies): refactor, bug"
203,Category(ies): bug
6961,"Category(ies): bug, feature"
5701,Category(ies): feature
1763,"Category(ies): resource, test"
7189,"Category(ies): bug, feature"
3451,Category(ies): bug
709,Category(ies): bug
840,"Category(ies): deprecate, feature"
4796,Category(ies): feature
5743,"Category(ies): bug, test"
6383,Category(ies): feature
6880,"Category(ies): resource, test"
4667,"Category(ies): bug, refactor"
127,"Category(ies): feature, test"
5468,Category(ies): feature
3004,"Category(ies): refactor, bug"
7464,"Category(ies): feature, test"
1059,Category(ies): resource
7217,"Category(ies): deprecate, resource"
5308,"Category(ies): refactor, bug"
7240,"Category(ies): feature, resource"
621,"Category(ies): feature, refactor"
3547,"Category(ies): feature, test"
7779,"Category(ies): refactor, bug"
3020,"Category(ies): feature, refactor"
1660,"Category(ies): feature, test"
