Id,Categories
11779.0,Category(ies): bug
19705.0,Category(ies): bug
7652.0,Category(ies): refactor
17957.0,Category(ies): bug
336.0,Category(ies): feature
16368.0,Category(ies): refactor
8498.0,Category(ies): test
2469.0,Category(ies): test
21874.0,Category(ies): resource
24129.0,Category(ies): test
11638.0,Category(ies): bug
21878.0,Category(ies): refactor
4852.0,Category(ies): bug
8320.0,Category(ies): resource
8232.0,Category(ies): refactor
3575.0,Category(ies): test
7426.0,Category(ies): resource
23512.0,Category(ies): bug
398.0,Category(ies): feature
22046.0,Category(ies): refactor
10412.0,Category(ies): feature
12740.0,Category(ies): refactor
8853.0,Category(ies): bug
9055.0,"Category(ies): feature, refactor"
7686.0,"Category(ies): deprecate, test"
9301.0,Category(ies): bug
5028.0,"Category(ies): bug, refactor"
16609.0,"Category(ies): refactor, bug"
9102.0,Category(ies): refactor
11536.0,"Category(ies): deprecate, refactor"
20668.0,Category(ies): refactor
18791.0,Category(ies): bug
6179.0,Category(ies): bug
14745.0,"Category(ies): deprecate, refactor"
15510.0,Category(ies): deprecate
26152.0,"Category(ies): deprecate, refactor"
16556.0,Category(ies): test
8114.0,Category(ies): bug
19608.0,Category(ies): feature
7298.0,"Category(ies): feature, bug"
8372.0,Category(ies): feature
6209.0,"Category(ies): bug, refactor"
9976.0,Category(ies): test
27056.0,Category(ies): bug
20595.0,Category(ies): feature
959.0,"Category(ies): bug, refactor"
23484.0,Category(ies): refactor
9237.0,Category(ies): test
26071.0,Category(ies): feature
3593.0,Category(ies): bug
2964.0,Category(ies): refactor
26308.0,Category(ies): bug
4564.0,Category(ies): bug
25386.0,Category(ies): bug
5006.0,Category(ies): deprecate
8730.0,Category(ies): bug
9191.0,Category(ies): resource
19251.0,"Category(ies): bug, refactor"
25807.0,Category(ies): bug
4707.0,Category(ies): resource
5347.0,Category(ies): refactor
7808.0,Category(ies): feature
24929.0,"Category(ies): bug, refactor"
25042.0,Category(ies): deprecate
5718.0,"Category(ies): feature, test"
4253.0,"Category(ies): feature, refactor"
174.0,Category(ies): bug
17019.0,Category(ies): refactor
18303.0,Category(ies): bug
7121.0,Category(ies): refactor
5666.0,Category(ies): test
26862.0,Category(ies): bug
12619.0,Category(ies): bug
15867.0,"Category(ies): bug, feature"
17606.0,Category(ies): feature
23376.0,Category(ies): feature
5949.0,"Category(ies): feature, test"
24324.0,Category(ies): bug
12556.0,Category(ies): test
12062.0,"Category(ies): deprecate, refactor"
1964.0,Category(ies): feature
23303.0,Category(ies): bug
21866.0,"Category(ies): refactor, feature"
18338.0,Category(ies): test
13815.0,Category(ies): test
7385.0,"Category(ies): deprecate, refactor"
2200.0,Category(ies): bug
3398.0,Category(ies): refactor
16634.0,Category(ies): feature
4046.0,"Category(ies): feature, refactor"
22245.0,Category(ies): bug
9308.0,Category(ies): resource
8924.0,"Category(ies): deprecate, refactor"
6282.0,Category(ies): resource
18375.0,"Category(ies): feature, refactor"
22356.0,Category(ies): feature
21257.0,"Category(ies): deprecate, refactor"
328.0,Category(ies): bug
4637.0,Category(ies): refactor
12808.0,Category(ies): test
12060.0,Category(ies): refactor
429.0,"Category(ies): refactor, feature"
21591.0,"Category(ies): bug, refactor"
15575.0,Category(ies): bug
2478.0,"Category(ies): feature, refactor"
4288.0,Category(ies): feature
26725.0,"Category(ies): feature, refactor"
11366.0,Category(ies): bug
12064.0,Category(ies): refactor
5532.0,Category(ies): bug
