Id,Categories
17232,Category(ies): bug
14479,Category(ies): resource
21226,"Category(ies): feature, refactor"
20218,Category(ies): refactor
18782,"Category(ies): refactor, feature"
18621,"Category(ies): resource, test"
12325,Category(ies): feature
18989,Category(ies): feature
13053,Category(ies): bug
18560,Category(ies): resource
20865,Category(ies): resource
