Id,Categories
7452,Category(ies): resource
2569,Category(ies): bug
1054,Category(ies): resource
3320,"Category(ies): bug, test"
3194,Category(ies): feature
2938,"Category(ies): feature, test, resource"
288,"Category(ies): deprecate, refactor"
6244,Category(ies): resource
5882,"Category(ies): bug, deprecate"
4985,"Category(ies): bug, resource"
5082,Category(ies): bug
5491,"Category(ies): bug, test"
3429,Category(ies): bug
6977,"Category(ies): bug, resource"
3352,Category(ies): deprecate
1681,Category(ies): resource
1655,"Category(ies): deprecate, resource"
4756,Category(ies): bug
4903,"Category(ies): bug, feature, resource"
4584,Category(ies): test
5113,"Category(ies): bug, test"
7164,Category(ies): resource
6990,"Category(ies): deprecate, refactor"
418,Category(ies): resource
7332,"Category(ies): bug, feature, test"
5988,"Category(ies): bug, feature"
6670,Category(ies): bug
532,Category(ies): resource
3200,"Category(ies): feature, bug"
6978,Category(ies): refactor
1597,"Category(ies): bug, test"
4858,Category(ies): bug
2185,"Category(ies): bug, test, resource"
708,Category(ies): resource
5419,"Category(ies): bug, resource"
7414,"Category(ies): refactor, test"
6940,Category(ies): refactor
1356,Category(ies): resource
5688,"Category(ies): bug, resource"
7342,"Category(ies): feature, refactor, bug, test"
2297,"Category(ies): bug, test"
1449,Category(ies): refactor
6242,"Category(ies): bug, test"
811,Category(ies): resource
3597,Category(ies): feature
3119,"Category(ies): bug, resource"
7360,Category(ies): resource
5590,"Category(ies): bug, test"
5769,"Category(ies): bug, test"
867,Category(ies): bug
2740,"Category(ies): bug, deprecate"
3297,"Category(ies): bug, test"
2802,Category(ies): bug
4234,Category(ies): feature
3185,"Category(ies): bug, test"
6329,Category(ies): bug
443,"Category(ies): bug, test"
289,Category(ies): resource
2384,Category(ies): deprecate
7005,"Category(ies): bug, feature"
4768,Category(ies): bug
4768,Category(ies): bug
5869,"Category(ies): bug, refactor, test"
2405,Category(ies): feature
5862,"Category(ies): bug, feature, test"
4603,Category(ies): bug
1569,Category(ies): bug
3422,Category(ies): bug
7451,Category(ies): refactor
1726,Category(ies): bug
3926,Category(ies): resource
2020,Category(ies): bug
1386,"Category(ies): feature, refactor"
3927,"Category(ies): bug, deprecate"
5808,Category(ies): resource
6207,"Category(ies): bug, test"
3361,Category(ies): bug
423,"Category(ies): feature, test"
5094,Category(ies): bug
3880,Category(ies): bug
3700,Category(ies): bug
1149,"Category(ies): refactor, test"
2080,"Category(ies): refactor, resource"
6767,Category(ies): refactor
1516,"Category(ies): bug, test"
4709,Category(ies): bug
683,Category(ies): resource
1316,"Category(ies): bug, test"
1420,Category(ies): resource
7543,"Category(ies): bug, test"
3315,"Category(ies): bug, test"
424,Category(ies): bug
4535,Category(ies): refactor
4355,Category(ies): resource
5829,"Category(ies): bug, resource"
6845,"Category(ies): feature, refactor, test"
1286,"Category(ies): bug, resource"
2066,"Category(ies): feature, refactor"
3031,Category(ies): refactor
5811,Category(ies): bug
692,Category(ies): resource
2979,Category(ies): feature
6982,Category(ies): bug
3903,"Category(ies): bug, resource"
923,"Category(ies): bug, feature, test, refactor"
6685,"Category(ies): bug, resource"
3265,"Category(ies): bug, deprecate"
1218,"Category(ies): bug, resource"
1256,Category(ies): feature
6942,Category(ies): resource
1132,Category(ies): bug
1628,Error
7775,Category(ies): refactor
6987,Category(ies): bug
6817,Category(ies): feature
4639,Category(ies): feature
2981,"Category(ies): bug, test"
5818,Category(ies): bug
7907,Category(ies): resource
249,Category(ies): feature
752,"Category(ies): feature, test"
7175,"Category(ies): bug, test"
3983,Category(ies): resource
2152,"Category(ies): feature, refactor"
1676,"Category(ies): bug, test, resource"
4783,Category(ies): bug
5204,"Category(ies): bug, feature, test"
490,Category(ies): resource
4385,"Category(ies): bug, refactor"
948,"Category(ies): feature, refactor"
469,Category(ies): resource
6100,"Category(ies): bug, test"
1907,"Category(ies): refactor, test"
3792,"Category(ies): bug, test"
3660,Category(ies): bug
4607,Category(ies): resource
4607,Category(ies): deprecate
6196,"Category(ies): test, bug"
4473,Category(ies): bug
1110,Category(ies): resource
95,"Category(ies): test, refactor"
4987,"Category(ies): resource, bug"
3506,Category(ies): resource
6045,Category(ies): resource
3299,"Category(ies): bug, feature, test"
6012,"Category(ies): bug, test"
6124,"Category(ies): bug, test"
5385,Category(ies): bug
5695,"Category(ies): bug, resource"
4646,"Category(ies): bug, test"
6423,Category(ies): refactor
3323,Category(ies): bug
1593,"Category(ies): feature, refactor"
7219,Category(ies): bug
445,Category(ies): bug
6968,"Category(ies): bug, test"
1830,Category(ies): bug
2273,"Category(ies): bug, test"
7096,"Category(ies): bug, test"
7371,"Category(ies): bug, resource"
5657,Category(ies): bug
6034,Category(ies): bug
6128,"Category(ies): test, bug"
7334,Category(ies): resource
7529,"Category(ies): deprecate, resource"
2729,"Category(ies): bug, refactor"
3086,Category(ies): bug
2513,Category(ies): bug
985,"Category(ies): feature, test"
5300,Category(ies): bug
7382,"Category(ies): bug, test"
6452,Category(ies): bug
1820,"Category(ies): deprecate, refactor"
3135,"Category(ies): bug, feature"
6492,Category(ies): refactor
241,Category(ies): refactor
5788,"Category(ies): bug, test"
319,Category(ies): resource
6122,"Category(ies): feature, test"
2674,"Category(ies): refactor, test"
1988,"Category(ies): bug, refactor"
6062,Category(ies): resource
101,Category(ies): feature
6047,Category(ies): resource
1131,"Category(ies): bug, feature"
4518,Category(ies): bug
2960,"Category(ies): bug, test"
2299,"Category(ies): bug, test"
6887,Category(ies): bug
1952,Category(ies): bug
1055,Category(ies): resource
2074,Category(ies): bug
6917,Category(ies): refactor
5150,Category(ies): refactor
5819,Category(ies): bug
6834,Category(ies): bug
5250,Category(ies): bug
5421,Category(ies): deprecate
4255,Category(ies): feature
729,Category(ies): bug
6503,Category(ies): bug
6561,Category(ies): refactor
3564,"Category(ies): refactor, resource"
4120,Category(ies): bug
6867,Category(ies): bug
7699,Category(ies): bug
7629,Category(ies): bug
4757,"Category(ies): resource, bug"
2093,Category(ies): bug
340,"Category(ies): bug, feature, test"
2451,Category(ies): bug
5894,"Category(ies): refactor, resource, test"
3915,Category(ies): bug
4307,"Category(ies): bug, resource"
5817,Category(ies): bug
2278,Category(ies): bug
2332,Category(ies): resource
3331,"Category(ies): feature, refactor, resource, test"
6571,"Category(ies): bug, resource"
6537,Category(ies): refactor
5192,"Category(ies): bug, feature"
7532,"Category(ies): bug, test"
903,Category(ies): bug
3382,Category(ies): bug
4449,"Category(ies): bug, test"
7187,Category(ies): bug
5765,Category(ies): resource
5332,"Category(ies): bug, test"
2956,"Category(ies): bug, feature"
5534,Category(ies): feature
3901,Category(ies): bug
2397,Category(ies): bug
3090,Category(ies): bug
7086,"Category(ies): resource, feature"
2992,"Category(ies): bug, test, refactor"
3368,Category(ies): feature
5928,"Category(ies): bug, feature"
711,Category(ies): bug
7879,Category(ies): bug
3863,"Category(ies): feature, refactor"
7147,Category(ies): bug
5536,"Category(ies): feature, test"
3592,Category(ies): refactor
2239,Category(ies): resource
3304,"Category(ies): bug, deprecate"
1992,"Category(ies): bug, test"
6465,"Category(ies): bug, resource"
5944,Category(ies): bug
330,Category(ies): bug
3838,"Category(ies): refactor, resource, bug"
203,Category(ies): bug
6961,"Category(ies): bug, feature"
5701,Category(ies): feature
1763,"Category(ies): resource, test"
7189,Category(ies): bug
3451,Category(ies): bug
709,Category(ies): bug
840,"Category(ies): deprecate, refactor, test"
4796,Category(ies): bug
5743,"Category(ies): test, bug"
6383,Category(ies): resource
6880,Category(ies): resource
4667,"Category(ies): bug, test"
127,"Category(ies): feature, test, refactor"
5468,Category(ies): feature
3004,"Category(ies): bug, refactor"
7464,"Category(ies): bug, test"
1059,Category(ies): resource
7217,Category(ies): resource
5308,Category(ies): refactor
7240,Category(ies): resource
621,"Category(ies): refactor, test"
3547,"Category(ies): feature, test"
7779,Category(ies): refactor
3020,"Category(ies): refactor, test"
1660,Category(ies): feature
