Id,Categories
12132,Category(ies): bug
17224,"Category(ies): bug, refactor"
17481,Category(ies): feature
14841,"Category(ies): feature, test"
15990,Category(ies): resource
18708,"Category(ies): bug, test"
20632,Category(ies): merge
20798,"Category(ies): feature, test"
10744,Category(ies): bug
20953,Category(ies): bug
14724,Category(ies): feature
19579,"Category(ies): bug, test"
19348,"Category(ies): feature, deprecate"
20817,Category(ies): refactor
21913,Category(ies): test
20646,Category(ies): feature
23438,"Category(ies): bug, refactor"
20085,"Category(ies): bug, merge"
1550,Category(ies): resource
12920,Category(ies): bug
17232,Category(ies): bug
14479,Category(ies): resource
21226,Category(ies): feature
20218,"Category(ies): deprecate, refactor"
18782,"Category(ies): refactor, feature"
18621,"Category(ies): feature, resource, bug"
12325,Category(ies): feature
18989,Category(ies): feature
13053,Category(ies): bug
18560,Category(ies): resource
20865,Category(ies): resource
