Id,Categories
5192,"Category(ies): bug, feature"
7532,"Category(ies): bug, test"
903,Category(ies): bug
3382,"Category(ies): bug, feature"
4449,"Category(ies): bug, test"
7187,Category(ies): bug
5765,"Category(ies): bug, feature"
5332,Prompt excedding
2956,"Category(ies): bug, feature"
5534,Category(ies): bug
3901,Category(ies): bug
2397,Category(ies): bug
3090,"Category(ies): bug, resource"
7086,"Category(ies): bug, feature"
2992,Prompt excedding
3368,Category(ies): feature
5928,Prompt excedding
711,Category(ies): bug
7879,Category(ies): bug
3863,Category(ies): feature
7147,Category(ies): bug
5536,"Category(ies): feature, test"
3592,Category(ies): feature
2239,Category(ies): resource
3304,"Category(ies): bug, refactor"
1992,"Category(ies): bug, feature"
6465,"Category(ies): bug, feature"
5944,Category(ies): bug
330,"Category(ies): bug, feature"
3838,Prompt excedding
203,Category(ies): bug
6961,"Category(ies): bug, feature"
5701,Category(ies): feature
1763,"Category(ies): resource, bug"
7189,"Category(ies): bug, refactor"
3451,"Category(ies): bug, test"
709,"Category(ies): bug, feature"
840,Prompt excedding
4796,"Category(ies): bug, feature"
5743,"Category(ies): bug, test"
6383,Category(ies): resource
6880,Category(ies): resource
4667,"Category(ies): bug, feature"
127,Prompt excedding
5468,Category(ies): bug
3004,"Category(ies): bug, refactor"
7464,"Category(ies): bug, feature"
1059,Category(ies): resource
7217,Category(ies): resource
5308,"Category(ies): bug, resource"
7240,Category(ies): resource
621,Prompt excedding
3547,"Category(ies): feature, test"
7779,"Category: bug, refactor"
3020,Prompt excedding
1660,"Category(ies): bug, feature"
